id,type,tr_train_RMSE,tr_test_RMSE,rf_train_RMSE,rf_test_RMSE
1804,MICRO,0.1678,0.2807,0.0717,0.2976
1807,MICRO,0.0534,0.2303,0.0296,0.2025
1808,MICRO,0.0349,0.2608,0.0220,0.2774
1811,MICRO,0.1160,0.3650,0.0551,0.3226
1817,MICRO,0.1109,0.2649,0.0645,0.2295
1820,MICRO,0.1114,0.2332,0.0479,0.2229
1822,MICRO,0.1348,0.4082,0.0574,0.2895
1847,MICRO,0.1262,0.1783,0.0669,0.1541
1852,MICRO,0.1781,0.3441,0.0844,0.2027
1854,MICRO,0.1146,0.2872,0.0592,0.2742
1864,MICRO,0.1357,0.1966,0.0721,0.1968
1869,MICRO,0.1564,0.3278,0.0719,0.2580
1871,MICRO,0.1390,0.3507,0.0623,0.2467
