20999,31378,11790,9186,178715,297152,7677,3418,173521,2365,40578,102690,22727,152314,8839,26739
13067,20839,11617,8124,169836,290648,17975,2355,114640,2104,12916,119688,23451,96346,5981,20181
27257,58757,10364,14970,156583,273341,31024,26921,225578,3083,91926,82247,17851,181842,8233,23863
18774,44727,12068,9918,157739,269260,17990,21247,217803,4394,51787,108175,20313,84040,7719,20075
37410,54342,17021,12617,206190,429896,23591,24153,250956,5420,60985,148330,27643,370060,9341,29888
35249,47331,13214,14036,186656,368130,24865,17318,222830,4349,58839,113106,24769,183047,8507,33875
30117,39790,13191,12814,148480,333676,23176,18654,217650,3504,54057,123534,26238,175898,8095,30418
31035,48116,14375,12808,104737,363223,24017,16630,230297,3606,58666,146819,27040,196442,9165,34318
28819,37871,11385,11155,292625,341045,24916,15050,231643,3551,51994,160737,20422,167324,10292,27827
22534,31062,9894,10672,179072,262766,16832,10661,94210,2231,38784,82910,19196,74444,7366,22152
26419,34638,9956,11629,157440,308979,14094,9306,169448,2671,48741,89780,23839,386999,8299,24164
22769,37765,9994,10639,188835,292985,20493,7279,183903,3030,46688,112676,26362,149614,8443,25076
21385,32490,10197,9136,183590,274378,23886,4983,170778,2477,39172,115778,27846,143323,8794,24572
12414,22732,12068,5930,186476,284497,16827,2040,123368,2160,9848,122154,33730,84582,7024,20648
26975,57730,8535,17330,169634,234310,30515,41831,266008,2981,88909,95880,16324,185040,9656,21502
23420,57736,9906,11783,181552,273186,25779,30149,241305,4627,53660,121616,20163,73735,7972,23789
35192,62252,12541,12516,211015,386127,27460,32178,260354,5178,66735,146921,29143,401996,9098,33425
32666,52294,10417,11629,185264,275491,27763,25391,213830,4720,54935,123601,25544,168200,7668,31327
32672,51029,11906,15008,196549,351647,27989,26951,236919,4767,58125,127261,32354,194113,9871,33875
27726,43113,10327,12056,183697,292878,27369,22782,198704,3509,48437,145024,26031,193360,8485,28910
25701,36027,8678,9846,186842,276542,27398,17678,223328,3308,40943,150755,19376,155108,8975,26734
23630,31175,8166,10256,156576,251320,21732,13044,111692,2401,42239,84708,21987,72708,7465,24218
23217,31519,7787,9663,150191,270393,19846,9444,183109,2610,43349,85637,24338,353494,7161,24186
23907,39632,7680,9800,184721,259474,20134,6678,188092,3047,42978,99635,23297,153541,7280,25151
21040,32501,7367,8019,176351,266114,20006,3521,176504,2716,40458,103601,23455,162572,7500,19959
13281,20196,9380,6740,151492,240861,14231,1148,123239,2032,16857,96617,28517,107803,6245,23443
25885,57349,6226,12625,191203,242242,29440,33345,272052,3385,70380,91723,16595,187908,7878,23810
21569,45711,7129,8370,177412,236150,22780,23458,224757,4372,41757,116125,17926,79151,6664,23201
34067,49944,9310,10039,210285,356024,25033,22696,251698,5317,56536,148031,23632,408024,8233,31410
31904,45105,9066,9372,201359,295013,25284,16671,220800,4240,43492,122310,22969,179996,7188,30985
30468,45980,10089,11438,203831,330325,28780,18511,234929,4186,49985,136136,25081,198620,8671,33419
27038,44156,10081,10366,220321,302643,27691,14436,217696,3802,49796,150414,23867,215325,7889,30687
26594,40098,7292,9011,208338,277252,29251,12294,216093,3846,45216,162780,14857,173038,8891,27289
20816,33024,7733,8964,148165,256418,21842,8804,107330,2686,41755,88615,18421,77368,7789,23579
20590,30593,6696,8211,153044,257918,18331,5565,159740,2536,40596,84269,18928,443265,7058,21884
23129,42206,7207,8694,198527,284317,20453,5377,198367,3545,43796,111486,21388,185325,8342,24720
19813,33312,7464,7293,182000,277242,18851,2682,178826,2897,38260,106677,21244,184278,7491,25704
11655,21205,7880,5104,160247,226174,12478,891,131167,2021,8662,107007,21673,126471,5822,19953
23291,55872,7075,12132,192089,243400,27021,31074,246886,3368,70836,95941,16293,205476,7386,22015
20398,52611,8132,8446,173064,233281,21403,24173,198127,4713,42523,105272,18848,93515,7024,21768
29666,52851,10241,9519,198302,321840,23348,18803,211779,5278,47044,127218,22936,423727,7068,28091
30320,51858,10030,11066,207891,304326,29365,15478,193976,5276,40361,112838,24311,208976,8833,29956
26295,40912,11890,12709,186265,282632,23403,18455,207677,4068,44727,127692,24617,208669,7912,29676
25904,37632,11206,10866,200835,308450,23003,11714,180406,3779,46950,125724,22861,207330,7324,29424
26260,34850,9190,10287,199321,282560,29109,12453,204490,3782,39902,152938,17410,195637,8724,26696
18813,26145,8859,10221,121781,244287,19310,8712,100615,2191,36259,79650,18618,87245,7273,19841
21402,31678,8755,8985,153069,266005,21154,6382,165982,2798,40883,80809,22101,432661,6985,21730
24388,37702,9044,9712,188209,281057,21065,5113,192258,3565,43153,111811,23249,184145,8089,23791
19338,27307,8159,8041,164789,256564,17655,2126,179355,2703,37660,97469,22358,171674,6781,21425
13418,18151,9004,4893,159456,228496,12653,1642,198061,1882,20404,114515,20987,144576,5322,20652
25016,50156,6693,14036,175107,237778,29858,32653,210582,3177,68883,90541,19162,186769,6976,19677
20110,43513,6870,11048,159385,230417,20119,19574,212567,4669,38727,98254,19261,88096,6544,18286
30052,48077,7951,11908,187159,318659,20176,17827,272215,5179,44725,120753,25190,438075,6940,23582
31939,43326,7754,12970,180784,287350,23779,15678,183784,5261,39652,120406,23664,194312,7024,26641
28503,37112,8940,14785,161779,304953,22736,14839,184855,4013,45339,120649,25606,200059,8164,26014
27315,39839,8992,14691,204946,299174,24552,11209,190136,3415,50363,138243,24560,240174,7725,28320
27970,35115,8083,13509,187287,288084,25938,13209,219442,3735,40723,161545,18168,196762,8692,25331
20337,28817,7160,12663,103055,228001,18586,6819,89732,2427,36377,82407,17585,89338,6818,18575
24459,34234,7922,11371,155410,285208,15385,5957,181015,2953,42484,92528,21879,439365,7658,20582
26412,42291,8030,13004,184643,269124,23499,4899,190100,3757,38132,120823,24889,181589,9072,22736
21151,30059,8258,10380,149236,256205,17834,1779,170131,2768,32035,109711,20258,169059,8030,20898
16857,26257,9425,6857,160455,231985,14831,780,142460,2266,11401,126249,20984,155452,6278,19667
23929,47012,7645,18358,154193,208212,32006,32686,220742,3392,69895,98857,16019,197591,8202,18434
19487,49700,7479,11560,155000,224092,22140,21056,207035,4332,39021,120417,17681,91460,8326,18486
32200,60965,10420,13072,197691,332962,27231,23190,249711,6209,46929,154790,25187,466954,10961,26002
33091,53261,10619,14059,173612,297126,28929,15883,208769,5792,41583,125203,25494,187003,9405,27037
29570,38955,9954,13319,169545,282562,24528,15414,207022,4408,38593,131355,23935,194480,9161,26618
31636,43378,12410,13150,217766,311162,31911,13255,198272,4338,49182,158897,27179,239077,9262,28132
28271,31083,9235,10647,168408,267620,27595,12402,208794,4010,38980,167670,16703,187632,9981,23101
20636,29651,9089,10125,105795,220862,19491,7281,86120,2527,32257,88394,17837,84996,8165,19152
25109,33594,10422,11022,154328,274538,19782,6084,180445,3205,40658,98290,22460,430763,9320,19739
24692,38868,10477,11130,169585,281180,20106,4441,175181,4015,39418,118753,22652,170866,10031,21080
23775,33441,11345,9684,175966,284761,22003,1731,172213,3390,34599,124385,23676,172094,10455,21229
18896,24849,12395,6313,171820,281748,13969,713,150384,2616,12630,130275,25423,144353,12376,20375
23424,50958,9950,18168,164116,200419,31742,38329,214440,3793,70943,104795,16547,181474,7375,18008
18621,45171,9581,11174,159642,218841,20480,24616,197582,4888,34161,119555,19073,77092,8325,16945
32549,51869,12421,12896,202475,331538,25616,24690,230473,5931,45589,149559,23936,442939,9493,24843
34063,48036,13917,14938,194651,309378,26273,17401,197715,5312,40985,133398,25718,179457,10089,28243
29705,41322,12924,14762,183462,299992,23733,17517,151133,4448,37132,140705,25438,187900,9714,24915
32849,49041,14976,14249,223397,336629,25599,14378,236488,4299,45056,161717,26454,227623,9879,27055
25881,32347,11729,11432,159465,270936,26379,12369,214088,3941,38003,163004,17186,175277,9690,22009
21808,33109,11828,11521,113843,246666,20818,8909,98133,2773,32898,96768,20361,83066,8544,18475
25375,35382,12434,11869,165698,284172,19418,6993,188417,3470,43488,102854,25076,417052,8795,21522
23699,36720,11479,11234,159668,288598,18754,4257,186745,3837,34987,107314,24894,152497,8884,20838
22240,35399,12437,9992,172003,275217,19145,1666,179411,3431,33134,119438,24617,158474,9180,20814
17701,20734,13209,5714,169369,256873,11771,617,142819,2394,8776,129770,25001,156866,9939,21274
23448,58128,11187,18443,168589,223108,29792,42804,239651,4167,69231,113410,17128,157363,7458,18589
19505,54554,10549,11606,160537,215963,21198,25469,211562,4223,39817,126099,18568,75996,7345,17458
35046,64963,14176,13747,197376,358072,25069,25956,252901,5832,50980,174117,25560,435847,9819,26950
30855,51147,13222,12247,181647,284873,23520,17258,187508,5507,36830,129476,25809,163216,8350,24359
30659,50701,15617,15159,177343,330102,26427,17570,228643,5822,41327,153658,28827,190002,10415,27575
29833,46118,16812,15098,223737,323776,26652,15428,209265,4916,48673,169242,28320,219497,9538,29778
25403,35359,11374,10661,151549,265845,26643,12105,192084,4059,36332,167450,18895,168015,10154,21662
23022,33018,11949,11068,113955,244757,19271,9062,97168,2801,34110,102389,22241,77961,8793,17608
24274,34989,12076,11716,143634,298179,18355,6125,184405,3241,39608,104771,24472,413991,8842,19646
25001,41492,12268,11121,173137,293832,19619,4027,189234,4018,38892,125109,24251,153851,8673,21179
23873,34686,12403,9032,158296,326038,18520,1684,192725,3730,35162,133002,24816,155315,8744,22017
17675,20986,12752,5791,150749,303416,12603,996,140903,2521,13008,135885,23879,133810,11033,22631
22430,55832,11481,16884,171651,199686,31685,45818,250311,3908,68719,116423,20599,165603,12685,18292
20544,48856,10596,10570,157671,183258,19842,26592,225695,4506,41382,120522,20326,73586,9793,18734
32345,59170,14083,12734,189869,334592,27786,27883,261371,6007,51268,173716,27477,449287,11264,26100
29415,47713,11943,12297,172621,264871,22616,16875,207777,5612,39025,121685,27169,170163,8854,24750
28523,46961,14033,13137,172320,293484,29251,20489,248195,4598,42135,153396,30016,185797,12007,27025
31324,49977,14766,11794,216476,301108,28326,15269,228925,4621,52575,166218,26462,222863,11083,31121
23615,39597,13082,10446,183340,258639,27868,13092,214194,4231,39141,167426,20588,176277,12062,24866
21329,33882,13191,11023,111249,239381,21524,8848,104860,2929,41303,99664,23062,77649,10786,21211
22016,36611,13243,9826,148164,265473,19369,5712,186381,3483,40625,96754,23806,419290,9340,20762
25003,46150,14256,11075,188877,281845,21088,3816,207049,4688,42251,129384,28839,166797,11646,24329
22870,36351,14999,3377,169757,283921,19976,1443,196125,3823,38151,125206,27705,158735,10453,24815
18768,23695,13674,2122,182548,241905,10414,488,162223,2926,8963,144441,30750,137960,9222,22683
21884,56846,14391,21549,162116,220742,33583,47275,233708,3982,66329,101621,17033,162097,9901,21642
21987,55941,12953,12056,175126,228623,23292,23987,218767,4152,50326,121415,21250,69610,10567,21825
29907,57077,12246,12625,188879,286549,22396,21451,214246,5355,47182,124702,23540,451642,9506,23631
31813,61703,16074,15494,198558,317960,28036,13263,203748,6419,42247,123561,27478,175668,11704,29163
28364,48441,14575,14218,184463,275259,24739,10135,206407,5092,45796,116112,26251,179272,10217,26982
34713,50689,15345,12142,219753,304036,26553,7884,186257,4902,48233,114960,23959,209190,9670,29626
22695,39242,12974,11177,182954,262534,29046,16349,193017,4811,40079,121496,16902,153420,9605,26131
18285,32954,11336,9446,103350,214386,19819,5237,77905,2918,39596,58530,17721,63225,7833,19118
22509,37838,11993,9842,160565,261384,18825,3453,177467,4053,41275,65594,22777,330295,8453,21814
25992,42998,11326,10153,174939,258814,19666,1741,169032,4488,41875,77686,22299,128352,8390,24365
19836,30381,8327,6445,145893,233772,13402,644,139413,3426,29783,63122,17616,100333,6952,20325
15712,21837,8605,4464,153686,225981,7938,188,141715,2761,7197,72377,17156,108691,7819,23935
18992,47690,7784,11530,150016,189385,20247,15799,158459,3157,56166,59385,11299,112087,5353,17831
18827,45904,7411,7165,152720,277740,15592,8880,166319,4165,33936,62107,14603,54359,6287,17616
26477,50258,9819,10716,205823,400965,13373,7762,215443,4768,34532,76501,18035,313912,7601,23664
35898,47641,9026,7433,187359,379626,14376,4373,189661,5875,30261,67214,18249,133475,7504,24940
29732,37976,9310,7222,210442,384578,25997,5084,189879,4479,30857,71160,18215,134858,7421,23007
36090,43736,11272,7876,243621,427111,23219,4808,210972,4028,35460,96706,22393,176264,7581,26805
32694,35906,9075,6736,194855,339976,32627,3743,206335,4317,33524,108221,14551,157149,9394,24015
22423,30085,7903,5916,114132,275219,22845,2400,85124,2579,27825,58509,15542,67006,7967,17973
26542,35687,9766,7177,185054,316166,11956,2249,190389,3494,33623,77373,19244,367929,9530,21132
26694,39726,9971,7080,210941,321120,11720,1530,196323,4301,35618,98404,21783,168942,10187,22900
25612,35136,9062,5706,217445,279725,18091,520,184099,3302,27325,86639,20126,158082,9600,22018
19422,26449,11802,3787,229990,215564,9687,305,166460,2800,8025,90553,19368,150936,10250,24148
20882,49376,10658,11911,171478,181189,26585,16382,207267,3536,62761,70130,15523,145479,9697,18908
21786,47584,8590,7195,180535,194846,13728,12098,201638,4081,37566,91281,17972,68686,9094,18571
33270,64330,13935,8698,242707,294374,19053,13650,259115,5806,44751,124756,25652,397383,11486,28450
31723,57309,11943,10089,190917,259414,12448,8469,160919,5941,37543,93637,25668,148793,10677,25722
29057,47725,12958,10312,186268,249708,11928,8594,164704,5158,36827,102874,24994,153095,9896,24809
32957,53872,15526,11817,240531,289259,14790,8404,171753,5155,50681,121484,28270,195226,11119,31602
28977,39309,11659,6965,169944,237428,11539,6311,153886,4434,38487,82169,20375,136446,11507,25355
24693,37540,11751,8281,105166,200885,7167,5036,69262,2538,36522,44578,22376,55305,10414,19895
28115,36945,13533,9299,169944,259748,5994,4288,155231,3297,45544,56282,25912,335246,11137,22101
28713,43570,13600,9166,171950,256775,7807,3259,140418,3832,43572,61367,26420,131495,10683,24422
28024,40537,13962,7767,193913,262262,6771,1521,146088,3445,36920,64515,26752,139875,11908,24819
20366,29243,15472,5846,228316,230371,3691,434,131298,2503,11393,68942,29770,123817,10136,27799
25584,53236,12375,13358,185521,211056,9747,20998,165172,3353,74787,53634,19244,128811,10372,20557
26412,53135,11552,8967,204400,224426,6989,12569,161303,4410,49019,66120,20993,63424,10543,22453
35869,63533,16760,12016,257533,327921,8531,14391,188598,5660,56601,88397,29527,366101,12901,30285
33317,53300,13400,11010,169757,266251,10191,8674,158171,5221,47637,71805,28940,137746,11330,27614
34393,54888,16545,12636,197701,304543,10076,9440,171642,5696,49806,78871,30853,150431,13005,29420
32018,48353,17005,10846,210172,288382,9740,11007,169936,4256,50499,83385,27485,183125,10354,27919
29307,34886,13053,8189,160199,260907,9940,4079,138510,4529,42092,78914,19621,131634,11189,25464
25884,37788,12491,9621,108462,237561,7297,3238,70764,3018,39062,47223,24368,59346,11464,21740
30755,41427,13806,9632,167526,280689,6718,2767,147021,3466,44382,55572,26605,332476,11737,26401
28909,42462,12388,9631,176103,258253,5023,1566,133411,3923,43635,57278,25052,134944,11543,26802
30339,40440,15028,8731,179038,269144,7890,778,133283,3707,41081,60395,26894,134027,12357,28487
23358,48763,15341,6534,187817,244501,5538,371,111928,2642,17243,66457,25402,119188,11550,29704
26826,44732,12871,14237,147046,210195,8451,21309,137744,3649,70157,54961,18686,128853,10838,23649
24005,43716,14182,10619,163010,224318,3827,11496,131269,4543,43968,64730,20735,61868,10925,23283
37933,59915,13680,22925,197774,339123,4901,13054,138816,5319,52334,84427,28555,372835,13051,32700
32728,48326,12092,4051,166552,274066,4409,6806,130320,5373,41033,56250,23336,142322,10876,28437
32398,40780,16688,7320,165691,289977,5314,7701,147938,4833,47759,72444,25759,162288,12612,29176
33068,47647,14697,7716,208909,296722,5527,6352,129113,4939,76120,73259,25562,189514,11053,39971
28268,36701,16709,6444,148924,247860,5757,4424,109616,4195,30918,65325,18076,143884,11920,24156
24570,31256,13546,7538,96067,226455,3886,3092,56715,2899,32996,48820,21065,59433,11790,21943
27094,33660,13905,7983,137536,250082,3463,2483,109543,3340,31952,35148,21937,359612,11134,21067
26322,41846,15218,8188,162335,259529,5111,1658,117398,4454,26775,44873,24028,151252,12413,26361
24377,35834,16318,7716,144602,259846,4164,883,107058,3782,30270,48155,25052,149191,11986,26674
18421,22324,10694,6410,160314,204331,3669,316,87480,3072,18214,51197,27108,123557,9369,28531
27761,50684,14735,10252,124798,192090,5533,17260,114102,3375,47959,49675,15721,143643,11639,21285
21196,45400,12223,7861,143255,200683,4116,10583,108963,4090,31900,58372,17860,66749,11322,22188
31067,53076,14925,9491,165829,281184,4493,11649,132753,4850,35558,72678,22493,394806,10735,28638
30807,53036,15807,9822,157749,284444,5332,6152,116838,5160,30405,62317,24175,163357,13988,28047
29094,44519,16609,10230,148490,261316,5242,5948,136850,4614,30077,70546,25782,180111,12012,27093
31279,43158,17538,8816,191355,282913,5648,1672,122815,4320,35039,72771,22869,214957,10948,28772
28543,34879,14291,8451,150218,253146,6462,11639,108339,3905,30470,75027,18161,162228,11312,25923
23063,29829,14276,7731,85953,214044,3373,3698,53296,2554,28294,39874,21616,65937,11660,20886
25301,34890,14540,8219,142166,247199,3814,3161,106940,3158,31393,45175,24388,403136,12168,22518
26743,39490,16832,9099,166495,265441,4971,1692,111466,4499,36307,60304,25332,157314,12893,26310
23350,32023,15872,7440,138829,254651,5464,701,102871,3544,40354,55451,24738,159581,12079,24772
20831,25081,14248,5902,175319,215320,4248,212,89415,2555,38918,60499,26423,152918,11395,29496
23990,49584,16255,12699,125454,205996,6385,22891,118464,3415,44369,53436,18673,154562,11385,20374
27589,46140,14726,8177,141290,209349,4356,12711,118976,4123,33300,68763,21525,68736,11246,21873
29702,52808,16771,9623,179865,296408,5866,14297,140189,4773,29366,79928,27605,464824,13861,26296
29240,53319,16471,9315,166959,274097,5444,7822,119850,5220,28282,80174,27543,176820,12115,27541
